TOP.66b3cf76.00081c5a	START
TOP.66be6ac9.000ee3da	SUB.66be6ad3.00044e96	mask_ctx->mask	?1?1?1
TOP.66be6ac9.000ee3da	SUB.66be6ad3.00044e96	runtime_start	1723755221
TOP.66be6ac9.000ee3da	SUB.66be6ad3.00044e96	runtime_stop	1723755221
TOP.66be6ac9.000ee3da	SUB.66be6ad3.00044e96	hashes->digests_done_new	0
TOP.66be6ac9.000ee3da	SUB.66be6ad3.00044e96	status-after-work	5
TOP.66be6ac9.000ee3da	SUB.66be6ad3.00044e96	STOP
TOP.66be6ac9.000ee3da	proc_start	1723755209
TOP.66be6ac9.000ee3da	proc_stop	1723755222
TOP.66be6ac9.000ee3da	STOP
TOP.66be6b12.00014854	START
TOP.66be6b12.00014854	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66be6b12.00014854	folder_config->install_dir	.
TOP.66be6b12.00014854	folder_config->profile_dir	.
TOP.66be6b12.00014854	folder_config->session_dir	.
TOP.66be6b12.00014854	folder_config->shared_dir	.
TOP.66be6b12.00014854	user_options->custom_charset_1	?l?d?u
TOP.66be6b12.00014854	user_options->encoding_from	utf-8
TOP.66be6b12.00014854	user_options->encoding_to	utf-8
TOP.66be6b12.00014854	user_options->outfile	..\temp\output.txt
TOP.66be6b12.00014854	user_options->rule_buf_l	:
TOP.66be6b12.00014854	user_options->rule_buf_r	:
TOP.66be6b12.00014854	user_options->session	hashcat
TOP.66be6b12.00014854	user_options->separator	:
TOP.66be6b12.00014854	user_options->limit	0
TOP.66be6b12.00014854	user_options->skip	0
TOP.66be6b12.00014854	user_options->attack_mode	3
TOP.66be6b12.00014854	user_options->benchmark	0
TOP.66be6b12.00014854	user_options->benchmark_all	0
TOP.66be6b12.00014854	user_options->bitmap_max	18
TOP.66be6b12.00014854	user_options->bitmap_min	16
TOP.66be6b12.00014854	user_options->debug_mode	0
TOP.66be6b12.00014854	user_options->hash_info	0
TOP.66be6b12.00014854	user_options->force	0
TOP.66be6b12.00014854	user_options->hwmon_disable	0
TOP.66be6b12.00014854	user_options->hwmon_temp_abort	90
TOP.66be6b12.00014854	user_options->hash_mode	0
TOP.66be6b12.00014854	user_options->hex_charset	0
TOP.66be6b12.00014854	user_options->hex_salt	0
TOP.66be6b12.00014854	user_options->hex_wordlist	0
TOP.66be6b12.00014854	user_options->hook_threads	4
TOP.66be6b12.00014854	user_options->identify	0
TOP.66be6b12.00014854	user_options->increment	0
TOP.66be6b12.00014854	user_options->increment_max	256
TOP.66be6b12.00014854	user_options->increment_min	1
TOP.66be6b12.00014854	user_options->keep_guessing	0
TOP.66be6b12.00014854	user_options->kernel_accel	0
TOP.66be6b12.00014854	user_options->kernel_loops	0
TOP.66be6b12.00014854	user_options->kernel_threads	0
TOP.66be6b12.00014854	user_options->keyspace	0
TOP.66be6b12.00014854	user_options->left	0
TOP.66be6b12.00014854	user_options->logfile_disable	0
TOP.66be6b12.00014854	user_options->loopback	0
TOP.66be6b12.00014854	user_options->machine_readable	0
TOP.66be6b12.00014854	user_options->markov_classic	0
TOP.66be6b12.00014854	user_options->markov_disable	0
TOP.66be6b12.00014854	user_options->markov_inverse	0
TOP.66be6b12.00014854	user_options->markov_threshold	256
TOP.66be6b12.00014854	user_options->multiply_accel_disable	0
TOP.66be6b12.00014854	user_options->backend_info	0
TOP.66be6b12.00014854	user_options->backend_vector_width	0
TOP.66be6b12.00014854	user_options->optimized_kernel_enable	0
TOP.66be6b12.00014854	user_options->outfile_autohex	1
TOP.66be6b12.00014854	user_options->outfile_check_timer	5
TOP.66be6b12.00014854	user_options->outfile_format	3
TOP.66be6b12.00014854	user_options->wordlist_autohex_disable	0
TOP.66be6b12.00014854	user_options->potfile_disable	0
TOP.66be6b12.00014854	user_options->progress_only	0
TOP.66be6b12.00014854	user_options->quiet	0
TOP.66be6b12.00014854	user_options->remove	0
TOP.66be6b12.00014854	user_options->remove_timer	60
TOP.66be6b12.00014854	user_options->restore	0
TOP.66be6b12.00014854	user_options->restore_disable	0
TOP.66be6b12.00014854	user_options->restore_timer	1
TOP.66be6b12.00014854	user_options->rp_files_cnt	0
TOP.66be6b12.00014854	user_options->rp_gen	0
TOP.66be6b12.00014854	user_options->rp_gen_func_max	4
TOP.66be6b12.00014854	user_options->rp_gen_func_min	1
TOP.66be6b12.00014854	user_options->rp_gen_seed	0
TOP.66be6b12.00014854	user_options->runtime	0
TOP.66be6b12.00014854	user_options->scrypt_tmto	0
TOP.66be6b12.00014854	user_options->segment_size	33554432
TOP.66be6b12.00014854	user_options->self_test_disable	0
TOP.66be6b12.00014854	user_options->slow_candidates	0
TOP.66be6b12.00014854	user_options->show	0
TOP.66be6b12.00014854	user_options->speed_only	0
TOP.66be6b12.00014854	user_options->spin_damp	0
TOP.66be6b12.00014854	user_options->status	0
TOP.66be6b12.00014854	user_options->status_json	0
TOP.66be6b12.00014854	user_options->status_timer	10
TOP.66be6b12.00014854	user_options->stdout_flag	0
TOP.66be6b12.00014854	user_options->usage	0
TOP.66be6b12.00014854	user_options->username	0
TOP.66be6b12.00014854	user_options->veracrypt_pim_start	485
TOP.66be6b12.00014854	user_options->veracrypt_pim_stop	485
TOP.66be6b12.00014854	user_options->version	0
TOP.66be6b12.00014854	user_options->workload_profile	2
TOP.66be6b12.00014854	user_options->brain_client	0
TOP.66be6b12.00014854	user_options->brain_client_features	2
TOP.66be6b12.00014854	user_options->brain_server	0
TOP.66be6b12.00014854	user_options->brain_server_timer	300
TOP.66be6b12.00014854	user_options->brain_port	6863
TOP.66be6b12.00014854	user_options->brain_session	0
TOP.66be6b12.00014854	hashes->hashfile	..\temp\hash.txt
TOP.66be6b12.00014854	hashes->hashlist_mode	5
TOP.66be6b12.00014854	hashes->hashlist_format	0
TOP.66be6b12.00014854	hashes->hashes_cnt	0
TOP.66be6b12.00014854	hashes->digests_cnt	1
TOP.66be6b12.00014854	hashes->digests_done_pot	0
TOP.66be6b12.00014854	hashes->digests_done_zero	0
TOP.66be6b12.00014854	hashes->digests_done	0
TOP.66be6b12.00014854	hashes->salts_cnt	1
TOP.66be6b12.00014854	hashes->salts_done	0
TOP.66be6b12.00014854	SUB.66be6b13.000ee019	START
TOP.66be6b12.00014854	SUB.66be6b13.000ee019	mask_ctx->mask	?1?1?1?1a
TOP.66be6b12.00014854	SUB.66be6b13.000ee019	runtime_start	1723755285
TOP.66be6b12.00014854	SUB.66be6b13.000ee019	runtime_stop	1723755285
TOP.66be6b12.00014854	SUB.66be6b13.000ee019	hashes->digests_done_new	0
TOP.66be6b12.00014854	SUB.66be6b13.000ee019	status-after-work	5
TOP.66be6b12.00014854	SUB.66be6b13.000ee019	STOP
TOP.66be6b12.00014854	proc_start	1723755282
TOP.66be6b12.00014854	proc_stop	1723755287
TOP.66be6b12.00014854	STOP
TOP.66be6b29.000379f6	START
TOP.66be6b29.000379f6	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66be6b29.000379f6	folder_config->install_dir	.
TOP.66be6b29.000379f6	folder_config->profile_dir	.
TOP.66be6b29.000379f6	folder_config->session_dir	.
TOP.66be6b29.000379f6	folder_config->shared_dir	.
TOP.66be6b29.000379f6	user_options->custom_charset_1	?l?d?u
TOP.66be6b29.000379f6	user_options->encoding_from	utf-8
TOP.66be6b29.000379f6	user_options->encoding_to	utf-8
TOP.66be6b29.000379f6	user_options->outfile	..\temp\output.txt
TOP.66be6b29.000379f6	user_options->rule_buf_l	:
TOP.66be6b29.000379f6	user_options->rule_buf_r	:
TOP.66be6b29.000379f6	user_options->session	hashcat
TOP.66be6b29.000379f6	user_options->separator	:
TOP.66be6b29.000379f6	user_options->limit	0
TOP.66be6b29.000379f6	user_options->skip	0
TOP.66be6b29.000379f6	user_options->attack_mode	3
TOP.66be6b29.000379f6	user_options->benchmark	0
TOP.66be6b29.000379f6	user_options->benchmark_all	0
TOP.66be6b29.000379f6	user_options->bitmap_max	18
TOP.66be6b29.000379f6	user_options->bitmap_min	16
TOP.66be6b29.000379f6	user_options->debug_mode	0
TOP.66be6b29.000379f6	user_options->hash_info	0
TOP.66be6b29.000379f6	user_options->force	0
TOP.66be6b29.000379f6	user_options->hwmon_disable	0
TOP.66be6b29.000379f6	user_options->hwmon_temp_abort	90
TOP.66be6b29.000379f6	user_options->hash_mode	0
TOP.66be6b29.000379f6	user_options->hex_charset	0
TOP.66be6b29.000379f6	user_options->hex_salt	0
TOP.66be6b29.000379f6	user_options->hex_wordlist	0
TOP.66be6b29.000379f6	user_options->hook_threads	4
TOP.66be6b29.000379f6	user_options->identify	0
TOP.66be6b29.000379f6	user_options->increment	0
TOP.66be6b29.000379f6	user_options->increment_max	256
TOP.66be6b29.000379f6	user_options->increment_min	1
TOP.66be6b29.000379f6	user_options->keep_guessing	0
TOP.66be6b29.000379f6	user_options->kernel_accel	0
TOP.66be6b29.000379f6	user_options->kernel_loops	0
TOP.66be6b29.000379f6	user_options->kernel_threads	0
TOP.66be6b29.000379f6	user_options->keyspace	0
TOP.66be6b29.000379f6	user_options->left	0
TOP.66be6b29.000379f6	user_options->logfile_disable	0
TOP.66be6b29.000379f6	user_options->loopback	0
TOP.66be6b29.000379f6	user_options->machine_readable	0
TOP.66be6b29.000379f6	user_options->markov_classic	0
TOP.66be6b29.000379f6	user_options->markov_disable	0
TOP.66be6b29.000379f6	user_options->markov_inverse	0
TOP.66be6b29.000379f6	user_options->markov_threshold	256
TOP.66be6b29.000379f6	user_options->multiply_accel_disable	0
TOP.66be6b29.000379f6	user_options->backend_info	0
TOP.66be6b29.000379f6	user_options->backend_vector_width	0
TOP.66be6b29.000379f6	user_options->optimized_kernel_enable	0
TOP.66be6b29.000379f6	user_options->outfile_autohex	1
TOP.66be6b29.000379f6	user_options->outfile_check_timer	5
TOP.66be6b29.000379f6	user_options->outfile_format	3
TOP.66be6b29.000379f6	user_options->wordlist_autohex_disable	0
TOP.66be6b29.000379f6	user_options->potfile_disable	0
TOP.66be6b29.000379f6	user_options->progress_only	0
TOP.66be6b29.000379f6	user_options->quiet	0
TOP.66be6b29.000379f6	user_options->remove	0
TOP.66be6b29.000379f6	user_options->remove_timer	60
TOP.66be6b29.000379f6	user_options->restore	0
TOP.66be6b29.000379f6	user_options->restore_disable	0
TOP.66be6b29.000379f6	user_options->restore_timer	1
TOP.66be6b29.000379f6	user_options->rp_files_cnt	0
TOP.66be6b29.000379f6	user_options->rp_gen	0
TOP.66be6b29.000379f6	user_options->rp_gen_func_max	4
TOP.66be6b29.000379f6	user_options->rp_gen_func_min	1
TOP.66be6b29.000379f6	user_options->rp_gen_seed	0
TOP.66be6b29.000379f6	user_options->runtime	0
TOP.66be6b29.000379f6	user_options->scrypt_tmto	0
TOP.66be6b29.000379f6	user_options->segment_size	33554432
TOP.66be6b29.000379f6	user_options->self_test_disable	0
TOP.66be6b29.000379f6	user_options->slow_candidates	0
TOP.66be6b29.000379f6	user_options->show	0
TOP.66be6b29.000379f6	user_options->speed_only	0
TOP.66be6b29.000379f6	user_options->spin_damp	0
TOP.66be6b29.000379f6	user_options->status	0
TOP.66be6b29.000379f6	user_options->status_json	0
TOP.66be6b29.000379f6	user_options->status_timer	10
TOP.66be6b29.000379f6	user_options->stdout_flag	0
TOP.66be6b29.000379f6	user_options->usage	0
TOP.66be6b29.000379f6	user_options->username	0
TOP.66be6b29.000379f6	user_options->veracrypt_pim_start	485
TOP.66be6b29.000379f6	user_options->veracrypt_pim_stop	485
TOP.66be6b29.000379f6	user_options->version	0
TOP.66be6b29.000379f6	user_options->workload_profile	2
TOP.66be6b29.000379f6	user_options->brain_client	0
TOP.66be6b29.000379f6	user_options->brain_client_features	2
TOP.66be6b29.000379f6	user_options->brain_server	0
TOP.66be6b29.000379f6	user_options->brain_server_timer	300
TOP.66be6b29.000379f6	user_options->brain_port	6863
TOP.66be6b29.000379f6	user_options->brain_session	0
TOP.66be6b29.000379f6	hashes->hashfile	..\temp\hash.txt
TOP.66be6b29.000379f6	hashes->hashlist_mode	5
TOP.66be6b29.000379f6	hashes->hashlist_format	0
TOP.66be6b29.000379f6	hashes->hashes_cnt	0
TOP.66be6b29.000379f6	hashes->digests_cnt	1
TOP.66be6b29.000379f6	hashes->digests_done_pot	0
TOP.66be6b29.000379f6	hashes->digests_done_zero	0
TOP.66be6b29.000379f6	hashes->digests_done	0
TOP.66be6b29.000379f6	hashes->salts_cnt	1
TOP.66be6b29.000379f6	hashes->salts_done	0
TOP.66be6b29.000379f6	SUB.66be6b2a.000d5bb3	START
TOP.66be6b29.000379f6	SUB.66be6b2a.000d5bb3	mask_ctx->mask	?1?1?1?1?1?1a
TOP.66be6b29.000379f6	SUB.66be6b2a.000d5bb3	runtime_start	1723755307
TOP.66be6b29.000379f6	SUB.66be6b2a.000d5bb3	runtime_stop	1723755327
TOP.66be6b29.000379f6	SUB.66be6b2a.000d5bb3	hashes->digests_done_new	0
TOP.66be6b29.000379f6	SUB.66be6b2a.000d5bb3	status-after-work	8
TOP.66be6b29.000379f6	SUB.66be6b2a.000d5bb3	STOP
TOP.66be6b29.000379f6	proc_start	1723755305
TOP.66be6b29.000379f6	proc_stop	1723755329
TOP.66be6b29.000379f6	STOP
TOP.66be721c.0003f0cd	START
TOP.66be721c.0003f0cd	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66be721c.0003f0cd	folder_config->install_dir	.
TOP.66be721c.0003f0cd	folder_config->profile_dir	.
TOP.66be721c.0003f0cd	folder_config->session_dir	.
TOP.66be721c.0003f0cd	folder_config->shared_dir	.
TOP.66be721c.0003f0cd	user_options->custom_charset_1	?l?d?u
TOP.66be721c.0003f0cd	user_options->encoding_from	utf-8
TOP.66be721c.0003f0cd	user_options->encoding_to	utf-8
TOP.66be721c.0003f0cd	user_options->outfile	..\temp\output.txt
TOP.66be721c.0003f0cd	user_options->rule_buf_l	:
TOP.66be721c.0003f0cd	user_options->rule_buf_r	:
TOP.66be721c.0003f0cd	user_options->session	hashcat
TOP.66be721c.0003f0cd	user_options->separator	:
TOP.66be721c.0003f0cd	user_options->limit	0
TOP.66be721c.0003f0cd	user_options->skip	0
TOP.66be721c.0003f0cd	user_options->attack_mode	3
TOP.66be721c.0003f0cd	user_options->benchmark	0
TOP.66be721c.0003f0cd	user_options->benchmark_all	0
TOP.66be721c.0003f0cd	user_options->bitmap_max	18
TOP.66be721c.0003f0cd	user_options->bitmap_min	16
TOP.66be721c.0003f0cd	user_options->debug_mode	0
TOP.66be721c.0003f0cd	user_options->hash_info	0
TOP.66be721c.0003f0cd	user_options->force	0
TOP.66be721c.0003f0cd	user_options->hwmon_disable	0
TOP.66be721c.0003f0cd	user_options->hwmon_temp_abort	90
TOP.66be721c.0003f0cd	user_options->hash_mode	0
TOP.66be721c.0003f0cd	user_options->hex_charset	0
TOP.66be721c.0003f0cd	user_options->hex_salt	0
TOP.66be721c.0003f0cd	user_options->hex_wordlist	0
TOP.66be721c.0003f0cd	user_options->hook_threads	4
TOP.66be721c.0003f0cd	user_options->identify	0
TOP.66be721c.0003f0cd	user_options->increment	0
TOP.66be721c.0003f0cd	user_options->increment_max	256
TOP.66be721c.0003f0cd	user_options->increment_min	1
TOP.66be721c.0003f0cd	user_options->keep_guessing	0
TOP.66be721c.0003f0cd	user_options->kernel_accel	0
TOP.66be721c.0003f0cd	user_options->kernel_loops	0
TOP.66be721c.0003f0cd	user_options->kernel_threads	0
TOP.66be721c.0003f0cd	user_options->keyspace	0
TOP.66be721c.0003f0cd	user_options->left	0
TOP.66be721c.0003f0cd	user_options->logfile_disable	0
TOP.66be721c.0003f0cd	user_options->loopback	0
TOP.66be721c.0003f0cd	user_options->machine_readable	0
TOP.66be721c.0003f0cd	user_options->markov_classic	0
TOP.66be721c.0003f0cd	user_options->markov_disable	0
TOP.66be721c.0003f0cd	user_options->markov_inverse	0
TOP.66be721c.0003f0cd	user_options->markov_threshold	256
TOP.66be721c.0003f0cd	user_options->multiply_accel_disable	0
TOP.66be721c.0003f0cd	user_options->backend_info	0
TOP.66be721c.0003f0cd	user_options->backend_vector_width	0
TOP.66be721c.0003f0cd	user_options->optimized_kernel_enable	0
TOP.66be721c.0003f0cd	user_options->outfile_autohex	1
TOP.66be721c.0003f0cd	user_options->outfile_check_timer	5
TOP.66be721c.0003f0cd	user_options->outfile_format	3
TOP.66be721c.0003f0cd	user_options->wordlist_autohex_disable	0
TOP.66be721c.0003f0cd	user_options->potfile_disable	0
TOP.66be721c.0003f0cd	user_options->progress_only	0
TOP.66be721c.0003f0cd	user_options->quiet	0
TOP.66be721c.0003f0cd	user_options->remove	0
TOP.66be721c.0003f0cd	user_options->remove_timer	60
TOP.66be721c.0003f0cd	user_options->restore	0
TOP.66be721c.0003f0cd	user_options->restore_disable	0
TOP.66be721c.0003f0cd	user_options->restore_timer	1
TOP.66be721c.0003f0cd	user_options->rp_files_cnt	0
TOP.66be721c.0003f0cd	user_options->rp_gen	0
TOP.66be721c.0003f0cd	user_options->rp_gen_func_max	4
TOP.66be721c.0003f0cd	user_options->rp_gen_func_min	1
TOP.66be721c.0003f0cd	user_options->rp_gen_seed	0
TOP.66be721c.0003f0cd	user_options->runtime	0
TOP.66be721c.0003f0cd	user_options->scrypt_tmto	0
TOP.66be721c.0003f0cd	user_options->segment_size	33554432
TOP.66be721c.0003f0cd	user_options->self_test_disable	0
TOP.66be721c.0003f0cd	user_options->slow_candidates	0
TOP.66be721c.0003f0cd	user_options->show	0
TOP.66be721c.0003f0cd	user_options->speed_only	0
TOP.66be721c.0003f0cd	user_options->spin_damp	0
TOP.66be721c.0003f0cd	user_options->status	0
TOP.66be721c.0003f0cd	user_options->status_json	0
TOP.66be721c.0003f0cd	user_options->status_timer	10
TOP.66be721c.0003f0cd	user_options->stdout_flag	0
TOP.66be721c.0003f0cd	user_options->usage	0
TOP.66be721c.0003f0cd	user_options->username	0
TOP.66be721c.0003f0cd	user_options->veracrypt_pim_start	485
TOP.66be721c.0003f0cd	user_options->veracrypt_pim_stop	485
TOP.66be721c.0003f0cd	user_options->version	0
TOP.66be721c.0003f0cd	user_options->workload_profile	2
TOP.66be721c.0003f0cd	user_options->brain_client	0
TOP.66be721c.0003f0cd	user_options->brain_client_features	2
TOP.66be721c.0003f0cd	user_options->brain_server	0
TOP.66be721c.0003f0cd	user_options->brain_server_timer	300
TOP.66be721c.0003f0cd	user_options->brain_port	6863
TOP.66be721c.0003f0cd	user_options->brain_session	0
TOP.66be721c.0003f0cd	hashes->hashfile	..\temp\hash.txt
TOP.66be721c.0003f0cd	hashes->hashlist_mode	5
TOP.66be721c.0003f0cd	hashes->hashlist_format	0
TOP.66be721c.0003f0cd	hashes->hashes_cnt	0
TOP.66be721c.0003f0cd	hashes->digests_cnt	1
TOP.66be721c.0003f0cd	hashes->digests_done_pot	0
TOP.66be721c.0003f0cd	hashes->digests_done_zero	0
TOP.66be721c.0003f0cd	hashes->digests_done	0
TOP.66be721c.0003f0cd	hashes->salts_cnt	1
TOP.66be721c.0003f0cd	hashes->salts_done	0
TOP.66be721c.0003f0cd	SUB.66be721e.00012d62	START
TOP.66be721c.0003f0cd	SUB.66be721e.00012d62	mask_ctx->mask	?1?1?1?1?1a
TOP.66be721c.0003f0cd	SUB.66be721e.00012d62	runtime_start	1723757087
TOP.66be721c.0003f0cd	SUB.66be721e.00012d62	runtime_stop	1723757089
TOP.66be721c.0003f0cd	SUB.66be721e.00012d62	hashes->digests_done_new	0
TOP.66be721c.0003f0cd	SUB.66be721e.00012d62	status-after-work	5
TOP.66be721c.0003f0cd	SUB.66be721e.00012d62	STOP
TOP.66be721c.0003f0cd	proc_start	1723757084
TOP.66be721c.0003f0cd	proc_stop	1723757091
TOP.66be721c.0003f0cd	STOP
TOP.66be72c2.00044f20	START
TOP.66be72c2.00044f20	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66be72c2.00044f20	folder_config->install_dir	.
TOP.66be72c2.00044f20	folder_config->profile_dir	.
TOP.66be72c2.00044f20	folder_config->session_dir	.
TOP.66be72c2.00044f20	folder_config->shared_dir	.
TOP.66be72c2.00044f20	user_options->custom_charset_1	?l?d?u
TOP.66be72c2.00044f20	user_options->encoding_from	utf-8
TOP.66be72c2.00044f20	user_options->encoding_to	utf-8
TOP.66be72c2.00044f20	user_options->outfile	..\temp\output.txt
TOP.66be72c2.00044f20	user_options->rule_buf_l	:
TOP.66be72c2.00044f20	user_options->rule_buf_r	:
TOP.66be72c2.00044f20	user_options->session	hashcat
TOP.66be72c2.00044f20	user_options->separator	:
TOP.66be72c2.00044f20	user_options->limit	0
TOP.66be72c2.00044f20	user_options->skip	0
TOP.66be72c2.00044f20	user_options->attack_mode	3
TOP.66be72c2.00044f20	user_options->benchmark	0
TOP.66be72c2.00044f20	user_options->benchmark_all	0
TOP.66be72c2.00044f20	user_options->bitmap_max	18
TOP.66be72c2.00044f20	user_options->bitmap_min	16
TOP.66be72c2.00044f20	user_options->debug_mode	0
TOP.66be72c2.00044f20	user_options->hash_info	0
TOP.66be72c2.00044f20	user_options->force	0
TOP.66be72c2.00044f20	user_options->hwmon_disable	0
TOP.66be72c2.00044f20	user_options->hwmon_temp_abort	90
TOP.66be72c2.00044f20	user_options->hash_mode	0
TOP.66be72c2.00044f20	user_options->hex_charset	0
TOP.66be72c2.00044f20	user_options->hex_salt	0
TOP.66be72c2.00044f20	user_options->hex_wordlist	0
TOP.66be72c2.00044f20	user_options->hook_threads	4
TOP.66be72c2.00044f20	user_options->identify	0
TOP.66be72c2.00044f20	user_options->increment	0
TOP.66be72c2.00044f20	user_options->increment_max	256
TOP.66be72c2.00044f20	user_options->increment_min	1
TOP.66be72c2.00044f20	user_options->keep_guessing	0
TOP.66be72c2.00044f20	user_options->kernel_accel	0
TOP.66be72c2.00044f20	user_options->kernel_loops	0
TOP.66be72c2.00044f20	user_options->kernel_threads	0
TOP.66be72c2.00044f20	user_options->keyspace	0
TOP.66be72c2.00044f20	user_options->left	0
TOP.66be72c2.00044f20	user_options->logfile_disable	0
TOP.66be72c2.00044f20	user_options->loopback	0
TOP.66be72c2.00044f20	user_options->machine_readable	0
TOP.66be72c2.00044f20	user_options->markov_classic	0
TOP.66be72c2.00044f20	user_options->markov_disable	0
TOP.66be72c2.00044f20	user_options->markov_inverse	0
TOP.66be72c2.00044f20	user_options->markov_threshold	256
TOP.66be72c2.00044f20	user_options->multiply_accel_disable	0
TOP.66be72c2.00044f20	user_options->backend_info	0
TOP.66be72c2.00044f20	user_options->backend_vector_width	0
TOP.66be72c2.00044f20	user_options->optimized_kernel_enable	0
TOP.66be72c2.00044f20	user_options->outfile_autohex	1
TOP.66be72c2.00044f20	user_options->outfile_check_timer	5
TOP.66be72c2.00044f20	user_options->outfile_format	3
TOP.66be72c2.00044f20	user_options->wordlist_autohex_disable	0
